,date,id,rawContent,username,likeCount,retweetCount,inReplyToUser,media,rawContent_eng
17,2022-12-26 15:47:28+00:00,1607402726350094338,"Mis declaraciones para Perfil hoy, Modo Fontevecchia, en este link para quien le interese: https://t.co/gD1CNiIaw8",CarlosMaslaton,84,5,,,"My statements for Perfil today, Modo Fontevecchia, in this link for those who are interested: https://t.co/gD1CNiIaw8"
18,2022-12-26 13:59:16+00:00,1607375496458674178,"A 40 años de la fundación de UPAU y a 35 de las grandes concentraciones electorales, se nos pregunta si la UCEDE vino a buscar a UPAU o si UPAU buscó a la UCEDE. Es más complejo, en 1986 nos afiliamos al Partido para armar internas y combatir en las urnas a los que estaban.",CarlosMaslaton,170,8,,,"40 years after the founding of UPAU and 35 of the large electoral concentrations, we are asked if the UCEDE came looking for UPAU or if UPAU looked for UCEDE. It is more complex, in 1986 we joined the Party to arm internal and fight those who were at the polls."
19,2022-12-26 13:24:38+00:00,1607366781114486789,"Dice de mi, Paparazzi: https://t.co/FW9Phfukuz",CarlosMaslaton,166,3,,,"Says about me, Paparazzi: https://t.co/FW9Phfukuz"
20,2022-12-25 20:47:54+00:00,1607115945192865804,".@Trovato0k Tengo el agrado de comunicar al Foro que Trovato, hombre honorable del mercado financiero argentino y de larga trayectoria, me giró los 8000 pesos correspondientes a la compra de 10 USD acordada meses atrás para liquidar a fin de año. Yo le estoy debiendo 10 USD.",CarlosMaslaton,818,30,,,".@Trovato0k I am pleased to inform the Forum that Trovato, an honorable man in the Argentine financial market with a long history, gave me the 8,000 pesos corresponding to the purchase of 10 USD agreed months ago to settle at the end of the year. I am owing you 10 USD."
21,2022-12-25 20:18:10+00:00,1607108460239544322,"Gracias, ya conseguí para David Guetta el 6/1 en Movistar Arena. Un forista me vendió, naturalmente. Nos vemos esa noche y masacramos con I Gotta Feeling Mazel Tov y mucho más.",CarlosMaslaton,3086,70,,,"Thank you, I already got David Guetta on 6/1 at Movistar Arena. A forum member sold me, naturally. See you that night and slaughter with I Gotta Feeling Mazel Tov and much more."
22,2022-12-25 19:30:51+00:00,1607096553789100033,"Compro una entrada-platea para David Guetta el 6/1. No me manden a Viagogo. Directo a quien quiera ceder la suya. Pago bien, liquidación presencial, delivery versus payment.",CarlosMaslaton,1830,40,,,"I buy a ticket-stall for David Guetta on 6/1. Don't send me to Viagogo. Direct to whoever wants to give theirs. Good payment, face-to-face settlement, delivery versus payment."
23,2022-12-25 13:29:38+00:00,1607005652190199808,"Banderas en tu corazón
Yo quiero verlas
Ondeando luzca el sol o no
Banderas rojas, banderas negras
De lienzo blanco en tu corazón

Juguetes Perdidos, Redonditos de Ricota, no se imagan lo que fue escucharla en el final de Argentina-Francia en el Lusail al mango por los parlantes.",CarlosMaslaton,4569,287,,,"flags in your heart
I want to see them
Waving whether the sun shines or not
Red flags, black flags
Of white canvas in your heart

Lost Toys, Redonditos de Ricota, you can't imagine what it was like to listen to her in the final of Argentina-France in the Lusail to the mango through the speakers."
24,2022-12-24 16:38:58+00:00,1606690908375752707,".@alferdez Presidente Fernández, no se cómo llegó usted a la infeliz idea desconocer un fallo de la Corte. Pero no puedo de dejar de ver que su decisión absurda solo beneficia a Sombrilla Larreta que estaba en decadencia y que perjudica, parece a propósito, a Sergio Massa.",CarlosMaslaton,1599,67,,,".@alferdez President Fernández, I don't know how you came to the unfortunate idea of ​​ignoring a Court ruling. But I can't help but see that his absurd decision only benefits Sombrilla Larreta, which was in decline and that it hurts, it seems on purpose, Sergio Massa."
25,2022-12-23 21:43:05+00:00,1606405054642233364,"Quiero recordar a observadores, historiadores, opinión pública en general, que este fin de año argentino súper bullish es el extremo opuesto del fin de año súper bearish de 2001. Absolutamente lo contrario. Entonces, miseria extrema y todo fundido. Hoy, un país que avanza.",CarlosMaslaton,1227,64,,,"I want to remind observers, historians, and public opinion in general, that this super bullish end of the year in Argentina is the opposite extreme of the super bearish end of the year in 2001. Quite the opposite. So, extreme misery and everything melted down. Today, a country that advances."
26,2022-12-23 21:40:31+00:00,1606404411684790294,"Noches del 23 y del 24, todo recontra repleto, recontra cubierto en todos los hoteles, salones, restaurantes. Con precios en alza. Muy pero muy bullish la Ciudad de Buenos Aires. Hoy tengo mesa en Lima Nikkei con la familia de Mariquita, mañana quedo en banda. Y cero taxis.",CarlosMaslaton,1500,43,,,"Nights of the 23rd and 24th, all recontra packed, recontra covered in all hotels, halls, restaurants. With rising prices. Very, very bullish the City of Buenos Aires. Today I have a table in Lima Nikkei with Mariquita's family, tomorrow I'll be in the band. And zero taxis."
27,2022-12-23 21:14:55+00:00,1606397965266034698,"Tremendo video de la forista Marisin analizando mis posteos y declaraciones, la verdad sorprendente por parte de una analista proveniente de otro espectro ideológico. Vale verlo, en este link: https://t.co/s8LGM6J8G4",CarlosMaslaton,255,9,,,"Tremendous video of the forum member Marisin analyzing my posts and statements, the surprising truth from an analyst from another ideological spectrum. It is worth seeing it, in this link: https://t.co/s8LGM6J8G4"
28,2022-12-23 12:07:28+00:00,1606260198330466305,"Ayer, por A24, un resumen de mi intervención: https://t.co/snegTrjPic",CarlosMaslaton,80,6,,,"Yesterday, on A24, a summary of my speech: https://t.co/snegTrjPic"
29,2022-12-23 12:05:39+00:00,1606259741096902659,"Mi intervención ayer por A24, desde 1:03. numerosos temas en un programa donde se pudo hablar bien con los periodistas Edi Zunino y Marcela Pagano: https://t.co/3KObM2yfRa",CarlosMaslaton,58,2,,,"My intervention yesterday by A24, from 1:03. numerous topics in a program where it was possible to speak well with the journalists Edi Zunino and Marcela Pagano: https://t.co/3KObM2yfRa"
30,2022-12-23 11:06:09+00:00,1606244765162508293,@AndreloExiliado Soy autónomo.,CarlosMaslaton,48,0,,,@AndreloExiliado I am self-employed.
31,2022-12-22 23:12:12+00:00,1606065094793764867,"Hoy estuve, después de mes y medio, con mi psicóloga del ex 5 ""C"". Mañana la veo de vuelta. Ella está cada día más fría y más freudeana, está bien que deba ser así. Pero tengo la sensación de que ya no le divierten mis historias y que tal vez me quiera echar, me pasó otras veces.",CarlosMaslaton,7663,100,,,"Today, after a month and a half, I was with my former 5 ""C"" psychologist. I'll see her again tomorrow. She is getting colder and more Freudean every day, it's good that she should be like that. But I have the feeling that she is no longer amused by my stories and that perhaps she wants to throw me out, she happened to me other times."
32,2022-12-22 22:05:38+00:00,1606048344144596997,"Recordar que en este nuevo movimiento bullish del dólar contra el peso argentino de papel falsificado los precios le ganarán al dólar, y los ingresos le ganarán al dólar y a los precios al mismo tiempo. Porque estamos en bull market argentino desde hace 14 meses y recién empieza.",CarlosMaslaton,603,30,,,"Remember that in this new bullish movement of the dollar against the counterfeit paper Argentine peso, prices will beat the dollar, and income will beat the dollar and prices at the same time. Because we have been in the Argentine bull market for 14 months and it is just beginning."
33,2022-12-22 16:58:33+00:00,1605971062906241027,Nota por MDZ Radio: https://t.co/XG6yqnGqxc,CarlosMaslaton,46,3,,,Note by MDZ Radio: https://t.co/XG6yqnGqxc
34,2022-12-21 15:32:24+00:00,1605586995249414151,"Olvídala, mejor olvídala
Arráncala de ti
Ya tiene otro amor
Olvídala, mejor olvídala
Arráncala de ti
Ve y busca otra ilusión",CarlosMaslaton,6083,522,,,"Forget her, better forget her
rip it out of you
already has another love
Forget her, better forget her
rip it out of you
Go and find another illusion"
35,2022-12-21 13:03:19+00:00,1605549475694579712,"Ha fracasado en la Argentina la tentativa de Chetoslovaquia, iniciada en 2012, para desplazar y reducir a condición marginal a la sociedad latinoamericana y amerindia. También fracasó la tentativa de reducir y alejar a la sociedad europea de ciudad y gringa de la pampa húmeda.",CarlosMaslaton,1094,49,,,"Chetoslovakia's attempt, begun in 2012, to displace and reduce Latin American and Amerindian society to a marginal condition has failed in Argentina. The attempt to reduce and distance European society from the city and gringa from the humid pampa also failed."
36,2022-12-21 12:14:25+00:00,1605537171661889536,"Me preguntan varios dirigentes y militantes si yo, dado mi pasado político municipal, podría ser candidato a Intendente en 2023. La respuesta es que, técnicamente, podría serlo pero sinceramente el tema me aburre y no me divierte. Dejo todo en manos del gran Ramiro Marra.",CarlosMaslaton,663,15,,,"Several leaders and militants ask me if, given my municipal political past, I could be a candidate for Mayor in 2023. The answer is that, technically, I could be, but honestly the subject bores me and doesn't amuse me. I leave everything in the hands of the great Ramiro Marra."
37,2022-12-21 12:09:46+00:00,1605536002038124544,"Si Argentina a partir de 1980 no evolucionaba hacia las formas sociales del Tercer Mundo, se hubiese consolidado como país del Primer Mundo todo limpito y ordenadito pero dirigido por un estado comunista y miserable con vocación de reprimir y de anular completamente la libertad.",CarlosMaslaton,438,26,,,"If Argentina from 1980 did not evolve towards the social forms of the Third World, it would have consolidated as a First World country, all clean and tidy but directed by a communist and miserable state with a vocation to repress and completely annul freedom."
38,2022-12-21 12:05:10+00:00,1605534842866700288,"El ascenso amerindio y de poblaciones latinoamericanas en la Argentina desde 1980 en adelante, irrumpiendo en el orden establecido de la sociedad europea, blanca y gringa, ha garantizado no solo la igualdad de clases sino que creo una barrera inexpugnable en favor de la libertad.",CarlosMaslaton,638,38,,,"The rise of the Amerindian and Latin American populations in Argentina from 1980 onwards, breaking into the established order of European, white and gringo society, has guaranteed not only class equality but also created an impregnable barrier in favor of freedom."
39,2022-12-21 11:59:10+00:00,1605533330828496897,"Los piquetes de la Ciudad de Buenos Aires son un problema menor al lado de ciudades como las de Qatar donde para ir a 1 kilómetro tenés que agarrar autopistas y hacer 8, y donde para colmo no hay veredas, ni calles, ni manzanas, donde solo hay edificios gigantes y autopistas.",CarlosMaslaton,603,20,,,"The pickets in the City of Buenos Aires are a minor problem compared to cities like those in Qatar where to go 1 kilometer you have to take highways and do 8, and where to top it off there are no sidewalks, streets, or blocks, where only there are giant buildings and highways."
40,2022-12-21 11:26:40+00:00,1605525152975839232,"A pesar del daño urbano causado a Buenos Aires por el gobierno 2007-2022, la capital argentina sigue siendo una maravilla mundial. Tenés que ir a un lugar a 10 cuadras y vas directo en línea recta. En Qatar, para ir a 1 kilómetro tenés que andar 8 ó 9 y en coche por autopistas.",CarlosMaslaton,918,35,,,"Despite the urban damage caused to Buenos Aires by the 2007-2022 government, the Argentine capital remains a world wonder. You have to go to a place 10 blocks away and you go straight in a straight line. In Qatar, to go 1 kilometer you have to walk 8 or 9 and drive on highways."
41,2022-12-18 14:45:05+00:00,1604487924871057408,"Tremendo el homenaje a los grandes jugadores mundialistas muertos recientemente. Cuántos son! El de Maradona fue con el segundo gol a Inglaterra del 86. Esta noche, en Lusail.",CarlosMaslaton,745,16,,,"Tremendous tribute to the great World Cup players who died recently. How many! Maradona's was with the second goal against England in 1986. Tonight, in Lusail."
42,2022-12-18 01:32:00+00:00,1604288339103731712,"Voy a tratar de dormir, aunque sea 4 horas, no se si lo lograré. Cambio y fuera.",CarlosMaslaton,9784,370,,,"I'm going to try to sleep, even if it's 4 hours, I don't know if I'll make it. Over and out."
43,2022-12-18 00:47:18+00:00,1604277086541201409,"Este martes, al aire con Perfil, para quien le interese:

https://t.co/SOFYLi2z9J",CarlosMaslaton,114,5,,,"This Tuesday, on the air with Perfil, for those who are interested:

https://t.co/SOFYLi2z9J"
44,2022-12-17 21:58:52+00:00,1604234702281375744,"La entrevista que me realizara TN, desde Qatar, con las periodistas Geuna y Duffard en estudios, importantes discusiones, en este link para quien le interese desde el minuto 13:  https://t.co/kOkBxkWLs1",CarlosMaslaton,69,0,,,"The interview that TN carried out with me, from Qatar, with the journalists Geuna and Duffard in studies, important discussions, in this link for those who are interested from minute 13: https://t.co/kOkBxkWLs1"
45,2022-12-17 04:16:40+00:00,1603967387300253696,"Gran reportaje que me realizara ayer Flavio Azzaro en Qatar, al borde de la final, donde puedo manifestarme sobre el Mundial y numerosos temas conexos, en este link: https://t.co/LBB1Z2PFVr",CarlosMaslaton,280,11,,,"Great report that Flavio Azzaro made for me yesterday in Qatar, on the verge of the final, where I can speak about the World Cup and numerous related issues, at this link: https://t.co/LBB1Z2PFVr"
46,2022-12-17 04:02:37+00:00,1603963852147695617,@el_trollon Una por día.,CarlosMaslaton,3,0,,,@el_trollon One per day.
47,2022-12-16 13:55:01+00:00,1603750548473257985,Téngase presente: https://t.co/TO6vNbSBNl,CarlosMaslaton,264,13,,,Please note: https://t.co/TO6vNbSBNl
48,2022-12-15 17:56:20+00:00,1603448887829635072,"Señores, no se les ocurra cantar la canción esa de que los franceses son todos de Angola. Quedamos para el carajo, no podemos adoptar actitud de este tipo. Queda prohibida en todas nuestras tribunas.",CarlosMaslaton,39035,2202,,,"Gentlemen, don't even think of singing that song that the French are all from Angola. We are left to hell, we cannot adopt an attitude of this type. It is prohibited in all our stands."
49,2022-12-14 17:09:48+00:00,1603074788934778883,Mis declaraciones tras Argentina-Croacia para LN+ desde el Souq Waqif de Doha-Qatar: https://t.co/xLivKgJovN,CarlosMaslaton,89,4,,,My statements after Argentina-Croatia for LN+ from the Souq Waqif in Doha-Qatar: https://t.co/xLivKgJovN
50,2022-12-14 13:31:32+00:00,1603019864389681153,Las principales autoridades políticas de la República Argentina deberían poder viajar a Qatar a ver la final del Mundial. Es un lamentable prejuicio argentino sin fundamentos y totalmente impráctico condenar que vengan. Incluir a la oposición. Es la hora de la unión nacional.,CarlosMaslaton,4620,157,,,The main political authorities of the Argentine Republic should be able to travel to Qatar to see the World Cup final. It is an unfortunate Argentine prejudice without foundations and totally impractical to condemn that they come. Include the opposition. It is the hour of the national union.
51,2022-12-13 19:56:01+00:00,1602754232490205186,"Hay que revertir la superioridad de Croacia en el medio que fue muy notable, inclusive después de nuestros goles. Lo de Modrić es monumental, está en todas las jugadas, no se sabe de dónde sale, siempre aparece. Hay que romper a Croacia por ahí. No basta el contrataque propio.",CarlosMaslaton,1960,50,,,"We must reverse the superiority of Croatia in the middle that was very noticeable, even after our goals. The Modrić thing is monumental, he is in all the plays, it is not known where he comes from, he always appears. You have to break Croatia out there. The own counterattack is not enough."
52,2022-12-13 19:41:25+00:00,1602750558158213121,Ahora sí carajo! Pero urgente a frenar el partido y arreglar el medio campo. Excelente Julián Álvarez.,CarlosMaslaton,2888,48,,,Now damn it! But urgent to stop the game and fix the midfield. Excellent Julian Alvarez.
53,2022-12-12 18:44:30+00:00,1602373847373815809,"Tremendo frio esta noche en Qatar, y en descenso la temperatura.",CarlosMaslaton,256,1,,,"Tremendous cold tonight in Qatar, and the temperature is falling."
54,2022-12-12 17:20:53+00:00,1602352802747006981,"Gran reportaje que me realizaran en el estadio Education City de Qatar, los periodistas de AIRE de Santa Fé, invito a todos a verlo en este link, incluye muchos comentarios sobre el Medio Oriente. https://t.co/BuxaElLrFS",CarlosMaslaton,130,5,,,"Great report that was carried out for me at the Education City stadium in Qatar, by AIRE journalists from Santa Fé, I invite everyone to see it at this link, it includes many comments about the Middle East. https://t.co/BuxaElLrFS"
55,2022-12-12 16:31:04+00:00,1602340268421808138,"@Salustro1974 Entendieron todo, no te preocupes.",CarlosMaslaton,22,0,,,"@Salustro1974 They understood everything, don't worry."
56,2022-12-12 14:35:35+00:00,1602311204566867969,"Muy amable, Mauricio Macri, mencionando mi asistencia a 42 partidos del Mundial por Radio Rivadavia. https://t.co/lbfYBdFaOb",CarlosMaslaton,574,26,,,"Very kind, Mauricio Macri, mentioning my attendance at 42 World Cup games on Radio Rivadavia. https://t.co/lbfYBdFaOb"
57,2022-12-12 02:58:48+00:00,1602135853773504515,@RulamKadek Argentina y Marruecos.,CarlosMaslaton,4,0,,,@RulamKadek Argentina and Morocco.
58,2022-12-11 23:02:33+00:00,1602076400194031618,@JavierCamandona La Argentina unida alrededor de la mayor causa nacional que es la Selección en Qatar.,CarlosMaslaton,279,8,,,@JavierCamandona Argentina united around the greatest national cause that is the National Team in Qatar.
59,2022-12-11 16:15:04+00:00,1601973852262862854,"El liberal de las mil vidas, importante artículo de José Maldonado de Letra P sobre mi persona que, aunque contiene algunos errores e imprecisiones, es una buena descripción de actividades pasadas y presentes.  https://t.co/DqEse6q4lD",CarlosMaslaton,189,5,,,"El liberal de las mil vidas, an important article by José Maldonado of Letra P about me that, although it contains some errors and inaccuracies, is a good description of past and present activities. https://t.co/DqEse6q4lD"
60,2022-12-11 15:22:23+00:00,1601960597117349888,"En una semana termina el Mundial. Estoy profundamente impactado y conmovido. Escucho todas las canciones de Qatar 2022, sin parar. https://t.co/v5qxuIiOOI",CarlosMaslaton,472,9,,,"The World Cup ends in a week. I am deeply shocked and moved. I listen to all the songs from Qatar 2022, non-stop. https://t.co/v5qxuIiOOI"
61,2022-12-10 21:01:10+00:00,1601683464201285632,"Argentina, Croacia, Marruecos, Francia, inimaginable combinación semifinalista antes del Mundial.",CarlosMaslaton,4443,94,,,"Argentina, Croatia, Morocco, France, unimaginable semifinalist combination before the World Cup."
62,2022-12-10 20:48:44+00:00,1601680335577964544,Es la primera vez en mi vida que quiero un gol inglés. Pero no lo harán.,CarlosMaslaton,4797,135,,,It is the first time in my life that I want an English goal. But they won't.
63,2022-12-10 14:58:15+00:00,1601592132577685504,"Torcida de Marruecos 20 a 1 a la de Portugal. Nadie canta A Portuguesa, realmente penoso para semejante ex imperio.",CarlosMaslaton,1048,29,,,"Torcida of Morocco 20 to 1 to that of Portugal. Nobody sings A Portuguesa, really painful for such a former empire."
64,2022-12-10 09:09:05+00:00,1601504265066803201,"95% del pueblo argentino está feliz y celebra. Para el 5% de los marginales que buscan la derrota, la humillación y el fracaso del país, sigan operando pero les salió mal y les va a seguir saliendo mal el operativo. Revienten de odio si gustan, para nosotros la bandera bien alta.",CarlosMaslaton,29570,3073,,,"95% of the Argentine people are happy and celebrate. For the 5% of the marginalized who seek the defeat, humiliation and failure of the country, continue to operate but the operation went wrong and will continue to go wrong. Burst with hate if you like, for us the flag is held high."
65,2022-12-10 08:58:25+00:00,1601501580355768321,"Respetan más a la República Argentina los ingleses que los holandeses. Somos un pueblo pacífico que tiene amigos en todas partes, solo competimos, no buscamos la guerra. Holanda deberá replantearse por qué hace lo que hace y la razón de su desprecio a la civilización argentina.",CarlosMaslaton,11946,586,,,"The English respect the Argentine Republic more than the Dutch. We are a peaceful people who have friends everywhere, we only compete, we do not seek war. Holland will have to reconsider why she does what she does and the reason for her contempt for Argentine civilization."
66,2022-12-10 08:54:18+00:00,1601500542152634368,"Seamos realistas con Holanda, venimos recibiendo agresiones por parte de ellos desde hace 52 años, nunca soportaron que les juguemos de igual a igual y que la mitad de las veces, o más, les ganemos. Ayer en el partido repitieron la payasada de la final de 1978.",CarlosMaslaton,31228,1552,,,"Let's be realistic with the Netherlands, we have been receiving attacks from them for 52 years, they never tolerated that we play them as equals and that half the time, or more, we beat them. Yesterday in the game they repeated the antics of the 1978 final."
67,2022-12-09 18:36:50+00:00,1601284752224714753,Mundial Qatar 2022: la insólita pelea entre Carlos Maslatón y otro argentino por batir el récord de asistencia a más partidos https://t.co/wOt6x7NPkt,CarlosMaslaton,169,4,,,Qatar 2022 World Cup: the unusual fight between Carlos Maslatón and another Argentine for breaking the attendance record for the most games https://t.co/wOt6x7NPkt
68,2022-12-09 17:48:07+00:00,1601272494958071808,"Celebremos, bailemos y cantemos!",CarlosMaslaton,9302,740,,,"Let's celebrate, dance and sing!"
69,2022-12-09 16:01:24+00:00,1601245637978120197,"Defiendo los bailes de Brasil en sus festejos de gol, por qué no? Eso no implica que apoye a Brasil, no. Mis declaraciones para la FIFA desde el Souq de Doha-Qatar:  https://t.co/PI11CoDBA4",CarlosMaslaton,161,3,,,"I defend the dances of Brazil in their goal celebrations, why not? That does not imply that I support Brazil, no. My statements for FIFA from the Doha-Qatar Souq: https://t.co/PI11CoDBA4"
70,2022-12-09 09:18:02+00:00,1601144127655059457,"Referente a Gran Hermano 2022 la cuestión clave aquí es determinar, respecto del desenlace final, si la competencia la ganará un o una representante de la Argentina europea o si la ganará un o una representante de la Argentina latinoamericana y amerindia en ascenso social.",CarlosMaslaton,515,13,,,"Regarding Big Brother 2022, the key question here is to determine, regarding the final outcome, if the competition will be won by a representative of European Argentina or if it will be won by a representative of Latin American and Amerindian Argentina in social ascent."
71,2022-12-08 21:28:55+00:00,1600965673697497088,Mis declaraciones sobre el Mundial para Radio Cultura: https://t.co/I4HFoWUUw6,CarlosMaslaton,37,4,,,My statements about the World Cup for Radio Cultura: https://t.co/I4HFoWUUw6
72,2022-12-08 00:04:46+00:00,1600642507326586881,La Nación: https://t.co/RpSv3OSgNB,CarlosMaslaton,79,5,,,The Nation: https://t.co/RpSv3OSgNB
